id,name,entityType,layer,familyId,causalIn,causalOut,causalIsolated,modifiable,activeEffectIds,deliveryModalities,derivationInputs,rdsFlags,blockedFields,nativeActionsEventsEffectIds
ENV-041,Noise Intermittency,DRIVER,Physical / Environmental,ENV-F06,0,2,False,Moderate,[],[],[],[],[],[]
ENV-042,Illuminance,DRIVER,Physical / Environmental,ENV-F06,2,1,False,Moderate,[],[],[],[],[],[]
ENV-043,Daylight Availability,DRIVER,Physical / Environmental,ENV-F06,0,1,False,Moderate,[],[],[],[],[],[]
ENV-044,Light Spectral Composition,DRIVER,Physical / Environmental,ENV-F06,0,0,True,Moderate,[],[],[],[],[],[]
ENV-045,Glare Intensity,DRIVER,Physical / Environmental,ENV-F06,1,0,False,Moderate,[],[],[],[],[],[]
ENV-046,Visual Clutter,DRIVER,Physical / Environmental,ENV-F06,0,0,True,Moderate,[],[],[],[],[],[]
ENV-047,Ambient Heat Exposure,DRIVER,Physical / Environmental,ENV-F07,2,2,False,Moderate,[],[],[],[],[],[]
ENV-048,Ambient Cold Exposure,DRIVER,Physical / Environmental,ENV-F07,0,0,True,Moderate,[],[],[],[],[],[]
ENV-049,Thermal Variability,DRIVER,Physical / Environmental,ENV-F07,1,0,False,Moderate,[],[],[],[],[],[]
ENV-050,Relative Humidity,DRIVER,Physical / Environmental,ENV-F07,0,0,True,Moderate,[],[],[],[],[],[]
ENV-051,Precipitation Intensity,DRIVER,Physical / Environmental,ENV-F07,0,0,True,Moderate,[],[],[],[],[],[]
ENV-052,Wind Exposure,DRIVER,Physical / Environmental,ENV-F07,0,0,True,Moderate,[],[],[],[],[],[]
ENV-053,Daylight Duration,DRIVER,Physical / Environmental,ENV-F07,0,0,True,Moderate,[],[],[],[],[],[]
ENV-054,Severe-Weather Intensity,DRIVER,Physical / Environmental,ENV-F07,0,0,True,Moderate,[],[],[],[],[],[]
ENV-055,Ventilation Rate,DRIVER,Physical / Environmental,ENV-F08,0,2,False,Low,[],[],[],[],[],[]
ENV-056,Indoor Carbon-Dioxide Concentration,DRIVER,Physical / Environmental,ENV-F08,1,0,False,Low,[],[],[],[],[],[]
ENV-057,Particulate-Matter Concentration,DRIVER,Physical / Environmental,ENV-F08,1,0,False,Low,[],[],[],[],[],[]
ENV-058,Nitrogen Oxides Concentration,DRIVER,Physical / Environmental,ENV-F08,0,0,True,Low,[],[],[],[],[],[]
ENV-059,Ozone Concentration,DRIVER,Physical / Environmental,ENV-F08,0,0,True,Low,[],[],[],[],[],[]
ENV-060,Volatile Organic Compound Concentration,DRIVER,Physical / Environmental,ENV-F08,1,0,False,Low,[],[],[],[],[],[]
ENV-061,Toxic Chemical Concentration,DRIVER,Physical / Environmental,ENV-F08,0,0,True,Low,[],[],[],[],[],[]
ENV-062,Malodor Intensity,DRIVER,Physical / Environmental,ENV-F08,0,0,True,Low,[],[],[],[],[],[]
ENV-063,Environmental Cleanliness,DRIVER,Physical / Environmental,ENV-F08,0,0,True,Low,[],[],[],[],[],[]
ENV-064,Indoor Dampness Level,DRIVER,Physical / Environmental,ENV-F08,0,1,False,Low,[],[],[],[],[],[]
ENV-065,Mould and Allergen Load,DRIVER,Physical / Environmental,ENV-F08,1,0,False,Low,[],[],[],[],[],[]
ENV-066,Green-Space Availability,DRIVER,Physical / Environmental,ENV-F09,0,1,False,Low,[],[],[],[],[],[]
ENV-067,Green-Space Accessibility,DRIVER,Physical / Environmental,ENV-F09,1,0,False,Low,[],[],[],[],[],[]
ENV-068,Green-Space Quality,DRIVER,Physical / Environmental,ENV-F09,1,0,False,Low,[],[],[],[],[],[]
ENV-069,Vegetation and Tree-Canopy Coverage,DRIVER,Physical / Environmental,ENV-F09,0,1,False,Low,[],[],[],[],[],[]
ENV-070,Natural-View Availability,DRIVER,Physical / Environmental,ENV-F09,0,0,True,Low,[],[],[],[],[],[]
ENV-071,Blue-Space Exposure,DRIVER,Physical / Environmental,ENV-F09,0,0,True,Low,[],[],[],[],[],[]
ENV-072,Biodiversity and Natural Complexity,DRIVER,Physical / Environmental,ENV-F09,0,0,True,Low,[],[],[],[],[],[]
ENV-073,Nature-Exposure Dose,DRIVER,Physical / Environmental,ENV-F09,0,0,True,Low,[],[],[],[],[],[]
ENV-074,Public-Space Illumination,DRIVER,Physical / Environmental,ENV-F11,0,0,True,Low,[],[],[],[],[],[]
ENV-075,Passive Visual Observability,DRIVER,Physical / Environmental,ENV-F11,0,0,True,Low,[],[],[],[],[],[]
ENV-076,Physical Access-Control Strength,DRIVER,Physical / Environmental,ENV-F11,0,1,False,Low,[],[],[],[],[],[]
ENV-077,Hazard Proximity,DRIVER,Physical / Environmental,ENV-F11,0,1,False,Low,[],[],[],[],[],[]
ENV-078,Exit Visibility,DRIVER,Physical / Environmental,ENV-F11,1,0,False,Low,[],[],[],[],[],[]
ENV-079,Evacuation-Route Accessibility,DRIVER,Physical / Environmental,ENV-F11,2,0,False,Low,[],[],[],[],[],[]
ENV-080,Protective-Shelter Availability,DRIVER,Physical / Environmental,ENV-F11,2,0,False,Low,[],[],[],[],[],[]
ENV-081,Road-User Hazard Exposure,DRIVER,Physical / Environmental,ENV-F11,2,0,False,Low,[],[],[],[],[],[]
ENV-082,Food Availability,DRIVER,Physical / Environmental,ENV-F12,0,0,True,Moderate,[],[],[],[],[],[]
ENV-083,Potable-Water Availability,DRIVER,Physical / Environmental,ENV-F12,1,1,False,Moderate,[],[],[],[],[],[]
ENV-084,Sanitation-Facility Availability,DRIVER,Physical / Environmental,ENV-F12,0,0,True,Moderate,[],[],[],[],[],[]
ENV-085,Housing Physical Quality,DRIVER,Physical / Environmental,ENV-F12,0,0,True,Moderate,[],[],[],[],[],[]
ENV-086,Tool and Equipment Availability,DRIVER,Physical / Environmental,ENV-F12,0,0,True,Moderate,[],[],[],[],[],[]
ENV-087,Point-of-Use Resource Proximity,DRIVER,Physical / Environmental,ENV-F12,0,1,False,Moderate,[],[],[],[],[],[]
ENV-088,Electricity Availability,DRIVER,Physical / Environmental,ENV-F12,1,1,False,Moderate,[],[],[],[],[],[]
ENV-089,Physical Infrastructure Functionality,DRIVER,Physical / Environmental,ENV-F13,1,3,False,Low,[],[],[],[],[],[]
ENV-090,Transport-Route Blockage,DRIVER,Physical / Environmental,ENV-F13,3,1,False,Low,[],[],[],[],[],[]
ENV-091,Debris Obstruction,DRIVER,Physical / Environmental,ENV-F13,0,1,False,Low,[],[],[],[],[],[]
ENV-092,Route Redundancy,DRIVER,Physical / Environmental,ENV-F02,0,1,False,Low,[],[],[],[],[],[]
ENV-093,Ambient Vibration Level,DRIVER,Physical / Environmental,ENV-F06,0,0,True,Moderate,[],[],[],[],[],[]
ENV-094,Solar Radiant-Heat Load,DRIVER,Physical / Environmental,ENV-F07,0,1,False,Moderate,[],[],[],[],[],[]
ENV-095,Ionizing-Radiation Exposure Level,DRIVER,Physical / Environmental,ENV-F08,0,0,True,Low,[],[],[],[],[],[]
ENV-096,Wildfire-Smoke Concentration,DRIVER,Physical / Environmental,ENV-F08,0,1,False,Low,[],[],[],[],[],[]
ENV-097,Terrain Slope,DRIVER,Physical / Environmental,ENV-F10,0,1,False,Low,[],[],[],[],[],[]
ENV-098,Terrain Ruggedness,DRIVER,Physical / Environmental,ENV-F10,0,1,False,Low,[],[],[],[],[],[]
ENV-099,Environmental Oxygen Availability,DRIVER,Physical / Environmental,ENV-F10,0,1,False,Low,[],[],[],[],[],[]
ENV-100,Water-Barrier Permeability,DRIVER,Physical / Environmental,ENV-F10,0,0,True,Low,[],[],[],[],[],[]
ENV-101,Flood Depth and Extent,DRIVER,Physical / Environmental,ENV-F11,0,1,False,Low,[],[],[],[],[],[]
ENV-102,Wildfire Proximity and Intensity,DRIVER,Physical / Environmental,ENV-F11,0,1,False,Low,[],[],[],[],[],[]
ENV-103,Structural Integrity,DRIVER,Physical / Environmental,ENV-F11,0,1,False,Low,[],[],[],[],[],[]
ENV-104,Medical Material Availability,DRIVER,Physical / Environmental,ENV-F12,0,0,True,Moderate,[],[],[],[],[],[]
ENV-105,Fuel Availability,DRIVER,Physical / Environmental,ENV-F12,0,1,False,Moderate,[],[],[],[],[],[]
ENV-106,Pathogen Exposure Intensity,DRIVER,Physical / Environmental,ENV-F08,0,0,True,Moderate,[],[],[],[],[],[]
ENV-107,Potable-Water Contamination Level,DRIVER,Physical / Environmental,ENV-F08,0,0,True,Moderate,[],[],[],[],[],[]
ENV-108,Critical Utility Redundancy,DRIVER,Physical / Environmental,ENV-F13,0,0,True,Moderate,[],[],[],[],[],[]
ENV-109,Essential Supply Continuity,DRIVER,Physical / Environmental,ENV-F12,1,1,False,Moderate,[],[],[],[],[],[]
INF-001,Exposure Duration,DRIVER,Informational,INF-F01,0,1,False,High,[],[],[],[],[],[]
INF-002,Information Availability,DRIVER,Informational,INF-F01,1,1,False,High,[],[],[],[],[],[]
INF-003,Information Recency,DRIVER,Informational,INF-F01,0,0,True,High,[],[],[],[],[],[]
INF-004,Information-Item Prominence,RELATIONAL_DERIVED_STATE,Informational,INF-F01,2,1,False,High,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""FOCAL_INFORMATION_ITEM"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""COMPETING_INFORMATION"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""CHANNEL_CONFIGURATION"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""RDS_CAUSAL_SOURCE_REVIEW"", ""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INF-005,Prompt Cue Presence,DRIVER,Informational,INF-F01,1,0,False,High,[],[],[],[],[],[]
INF-006,Information Arrival Rate,DRIVER,Informational,INF-F02,1,1,False,High,[],[],[],[],[],[]
INF-007,Information Density,DRIVER,Informational,INF-F02,0,0,True,High,[],[],[],[],[],[]
INF-008,Information Volume Relative to Exposure Window,DRIVER,Informational,INF-F02,2,0,False,High,[],[],[],[],[],[]
INF-009,Message Length,DRIVER,Informational,INF-F02,0,1,False,High,[],[],[],[],[],[]
INF-010,Decision-Relevant Information Completeness,RELATIONAL_DERIVED_STATE,Informational,INF-F03,1,1,False,High,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""PRESENT_INFORMATION"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""DECISION_INFORMATION_REQUIREMENT_SET"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""RDS_CAUSAL_SOURCE_REVIEW"", ""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INF-011,Information-Set Contradiction,RELATIONAL_DERIVED_STATE,Informational,INF-F03,0,1,False,High,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""CLAIM_SET"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""CONTRADICTION_RULE"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""RDS_CAUSAL_SOURCE_REVIEW"", ""STRUCTURAL_RDS_ROOT_REVIEW_NOT_EXECUTION_VIOLATION"", ""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INF-012,Message Ambiguity,DRIVER,Informational,INF-F03,3,1,False,High,[],[],[],[],[],[]
INF-013,Message Conceptual Complexity,DRIVER,Informational,INF-F03,0,1,False,High,[],[],[],[],[],[]
INF-014,Message–Audience Readability,RELATIONAL_DERIVED_STATE,Informational,INF-F03,2,0,False,High,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": ""INF-077"", ""externalParameterType"": null, ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": ""INF-053"", ""externalParameterType"": null, ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""MESSAGE_REPRESENTATION"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""AUDIENCE_READING_CAPABILITY"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""AUDIENCE_PRIOR_KNOWLEDGE"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INF-015,Claim Uncertainty Disclosure,DRIVER,Informational,INF-F03,1,2,False,High,[],[],[],[],[],[]
INF-016,Attribute Framing,DRIVER,Informational,INF-F04,0,0,True,Very High,[],[],[],[],[],[]
INF-017,Gain–Loss Framing,DRIVER,Informational,INF-F04,0,1,False,Very High,[],[],[],[],[],[]
INF-018,Information Sequence,DRIVER,Informational,INF-F04,0,0,True,Very High,[],[],[],[],[],[]
INF-019,Metaphorical Framing,DRIVER,Informational,INF-F04,1,1,False,Very High,[],[],[],[],[],[]
INF-020,Risk-Presentation Format,DRIVER,Informational,INF-F04,0,0,True,Very High,[],[],[],[],[],[]
INF-021,Visual Representation Format,DRIVER,Informational,INF-F04,0,0,True,Very High,[],[],[],[],[],[]
INF-022,Argument Logical Strength,DRIVER,Informational,INF-F05,1,0,False,Moderate,[],[],[],[],[],[]
INF-023,Causal-Explanation Depth,DRIVER,Informational,INF-F05,0,0,True,Moderate,[],[],[],[],[],[]
INF-024,Citation Traceability,DRIVER,Informational,INF-F05,0,1,False,Moderate,[],[],[],[],[],[]
INF-025,Counterargument Inclusion,DRIVER,Informational,INF-F05,0,1,False,Moderate,[],[],[],[],[],[]
INF-026,Evidence Amount,DRIVER,Informational,INF-F05,0,0,True,Moderate,[],[],[],[],[],[]
INF-027,Evidence Quality,DRIVER,Informational,INF-F05,0,2,False,Moderate,[],[],[],[],[],[]
INF-028,Quantitative Evidence Presence,DRIVER,Informational,INF-F05,0,0,True,Moderate,[],[],[],[],[],[]
INF-029,Refutation Strength,DRIVER,Informational,INF-F05,1,0,False,Moderate,[],[],[],[],[],[]
INF-030,Conflict-of-Interest Disclosure,DRIVER,Informational,INF-F06,0,1,False,High,[],[],[],[],[],[]
INF-031,Evidence-Process Transparency,DRIVER,Informational,INF-F06,1,0,False,High,[],[],[],[],[],[]
INF-032,Expertise Credential Evidence,DRIVER,Informational,INF-F06,0,0,True,High,[],[],[],[],[],[]
INF-033,Methodological & Applicability Limitation Disclosure,DRIVER,Informational,INF-F06,0,0,True,High,[],[],[],[],[],[]
INF-034,Provenance Traceability,DRIVER,Informational,INF-F06,2,1,False,High,[],[],[],[],[],[]
INF-035,Source Identity Disclosure,DRIVER,Informational,INF-F06,0,1,False,High,[],[],[],[],[],[]
INF-036,Source Motive Disclosure,DRIVER,Informational,INF-F06,1,0,False,High,[],[],[],[],[],[]
INF-037,Source Track-Record Information,DRIVER,Informational,INF-F06,0,0,True,High,[],[],[],[],[],[]
INF-038,Third-Party Reliability Rating,DRIVER,Informational,INF-F06,0,0,True,High,[],[],[],[],[],[]
INF-039,Correction Delay,DRIVER,Informational,INF-F07,0,1,False,Moderate,[],[],[],[],[],[]
INF-040,Cross-Source Consistency,DRIVER,Informational,INF-F07,1,0,False,Moderate,[],[],[],[],[],[]
INF-041,Message Exposure Frequency,DRIVER,Informational,INF-F07,3,2,False,Moderate,[],[],[],[],[],[]
INF-042,Repetition Spacing,DRIVER,Informational,INF-F07,0,1,False,Moderate,[],[],[],[],[],[]
INF-043,Source Independence,DRIVER,Informational,INF-F07,0,1,False,Moderate,[],[],[],[],[],[]
INF-044,Content Emotional Intensity,DRIVER,Informational,INF-F08,0,2,False,High,[],[],[],[],[],[]
INF-045,Content Emotional Valence,DRIVER,Informational,INF-F08,0,0,True,High,[],[],[],[],[],[]
INF-046,Content Vividness,DRIVER,Informational,INF-F08,1,0,False,High,[],[],[],[],[],[]
INF-047,Identifiable-Case Evidence,DRIVER,Informational,INF-F08,0,0,True,High,[],[],[],[],[],[]
INF-048,Narrative Causal Structure,DRIVER,Informational,INF-F08,0,1,False,High,[],[],[],[],[],[]
INF-049,Narrative Coherence,DRIVER,Informational,INF-F08,1,1,False,High,[],[],[],[],[],[]
INF-050,Narrative Evidence Presence,DRIVER,Informational,INF-F08,1,0,False,High,[],[],[],[],[],[]
INF-051,Warning-Label Content,DRIVER,Informational,INF-F08,1,0,False,High,[],[],[],[],[],[]
INF-052,Cultural-Context Match,DRIVER,Informational,INF-F09,0,0,True,High,[],[],[],[],[],[]
INF-053,Message–Audience Language Accessibility,RELATIONAL_DERIVED_STATE,Informational,INF-F09,0,0,True,High,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""MESSAGE_LANGUAGE_PROFILE"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""AUDIENCE_LANGUAGE_PROFICIENCY"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INF-054,Local Specificity,DRIVER,Informational,INF-F09,1,0,False,High,[],[],[],[],[],[]
INF-055,Message Personalization,DRIVER,Informational,INF-F09,1,1,False,High,[],[],[],[],[],[]
INF-056,Response-Efficacy Claim,DRIVER,Informational,INF-F10,0,2,False,High,[],[],[],[],[],[]
INF-057,Susceptibility Claim,DRIVER,Informational,INF-F10,0,0,True,High,[],[],[],[],[],[]
INF-058,Threat-Severity Claim,DRIVER,Informational,INF-F10,0,2,False,High,[],[],[],[],[],[]
INF-059,Comparative Benchmark Information,DRIVER,Informational,INF-F11,1,0,False,High,[],[],[],[],[],[]
INF-060,Consensus Claim Strength,DRIVER,Informational,INF-F11,1,0,False,High,[],[],[],[],[],[]
INF-061,Norm-Prevalence Claim,DRIVER,Informational,INF-F11,0,1,False,High,[],[],[],[],[],[]
INF-062,Performance-Feedback Content,DRIVER,Informational,INF-F11,1,1,False,High,[],[],[],[],[],[]
INF-063,Alternative-Explanation Provision,DRIVER,Informational,INF-F12,0,1,False,Moderate,[],[],[],[],[],[]
INF-064,Correction Detail,DRIVER,Informational,INF-F12,2,0,False,Moderate,[],[],[],[],[],[]
INF-065,Correction or Retraction Presence,DRIVER,Informational,INF-F12,2,0,False,Moderate,[],[],[],[],[],[]
INF-066,Correction Specificity,DRIVER,Informational,INF-F12,0,1,False,Moderate,[],[],[],[],[],[]
INF-067,Factual Veracity,DRIVER,Informational,INF-F12,0,2,False,Moderate,[],[],[],[],[],[]
INF-068,Material Selective-Omission Degree,RELATIONAL_DERIVED_STATE,Informational,INF-F12,0,1,False,Moderate,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""AVAILABLE_MATERIAL_INFORMATION"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""PRESENTED_INFORMATION"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""RDS_CAUSAL_SOURCE_REVIEW"", ""STRUCTURAL_RDS_ROOT_REVIEW_NOT_EXECUTION_VIOLATION"", ""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INF-069,Action-Guidance Completeness,DRIVER,Informational,INF-F13,3,1,False,High,[],[],[],[],[],[]
INF-070,Action-Time Specificity,DRIVER,Informational,INF-F13,0,1,False,High,[],[],[],[],[],[]
INF-071,Call-to-Action Presence,DRIVER,Informational,INF-F13,1,0,False,High,[],[],[],[],[],[]
INF-072,Implementation-Step Completeness,DRIVER,Informational,INF-F13,0,1,False,High,[],[],[],[],[],[]
INF-073,Recommendation Specificity,DRIVER,Informational,INF-F13,0,2,False,High,[],[],[],[],[],[]
INF-074,Information-Void Magnitude,DRIVER,Informational,INF-F01,0,0,True,Moderate,[],[],[],[],[],[]
INF-075,Viewpoint Diversity,DRIVER,Informational,INF-F01,1,1,False,Moderate,[],[],[],[],[],[]
INF-076,Dehumanizing Content Intensity,DRIVER,Informational,INF-F08,0,0,True,Moderate,[],[],[],[],[],[]
INF-077,Message Surface-Linguistic Complexity,DRIVER,Informational,INF-F03,0,0,True,,[],[],[],"[""ENTITY_BLOCKED_FIELDS""]","[""mechanism"", ""modifiability"", ""volatility"", ""timeScaleOfChange"", ""onsetCausalLag"", ""persistenceRecovery"", ""measurementAssessmentMethods"", ""observability"", ""evidenceStrength"", ""evidenceNotes"", ""keySources""]",[]
INS-001,Formal Obligation Strength,DRIVER,Institutional / Structural,INS-F01,0,1,False,Moderate,[],[],[],[],[],[]
INS-002,Formal Restriction Scope,DRIVER,Institutional / Structural,INS-F01,0,1,False,Moderate,[],[],[],[],[],[]
INS-003,Eligibility-Rule Restrictiveness,DRIVER,Institutional / Structural,INS-F01,1,1,False,Moderate,[],[],[],[],[],[]
INS-004,Formal Role Specification,DRIVER,Institutional / Structural,INS-F01,0,0,True,Moderate,[],[],[],[],[],[]
INS-005,Decision-Authority Concentration,DRIVER,Institutional / Structural,INS-F01,0,1,False,Moderate,[],[],[],[],[],[]
INS-006,Frontline Discretion,DRIVER,Institutional / Structural,INS-F01,2,0,False,Moderate,[],[],[],[],[],[]
INS-007,Collective-Decision Rule Structure,DRIVER,Institutional / Structural,INS-F01,0,0,True,Moderate,[],[],[],[],[],[]
INS-008,Authorized Outcome Scope,DRIVER,Institutional / Structural,INS-F01,0,0,True,Moderate,[],[],[],[],[],[]
INS-009,Appeal and Review Rights,DRIVER,Institutional / Structural,INS-F01,1,1,False,Moderate,[],[],[],[],[],[]
INS-010,Property and Control-Right Security,DRIVER,Institutional / Structural,INS-F01,0,0,True,Moderate,[],[],[],[],[],[]
INS-011,Monetary Reward Magnitude,DRIVER,Institutional / Structural,INS-F02,0,1,False,Moderate,[],[],[],[],[],[]
INS-012,Tax Rate,DRIVER,Institutional / Structural,INS-F02,0,0,True,Moderate,[],[],[],[],[],[]
INS-013,Administrative Fee Magnitude,DRIVER,Institutional / Structural,INS-F02,0,0,True,Moderate,[],[],[],[],[],[]
INS-014,Subsidy and Benefit Magnitude,DRIVER,Institutional / Structural,INS-F02,0,0,True,Moderate,[],[],[],[],[],[]
INS-015,Formal Sanction Severity,DRIVER,Institutional / Structural,INS-F02,0,1,False,Moderate,[],[],[],[],[],[]
INS-016,Sanction Graduation,DRIVER,Institutional / Structural,INS-F02,0,0,True,Moderate,[],[],[],[],[],[]
INS-017,Nonmonetary Sanction Severity,DRIVER,Institutional / Structural,INS-F02,0,0,True,Moderate,[],[],[],[],[],[]
INS-018,Performance-Contingent Reward Strength,DRIVER,Institutional / Structural,INS-F02,1,0,False,Moderate,[],[],[],[],[],[]
INS-019,Liability Allocation,DRIVER,Institutional / Structural,INS-F02,0,0,True,Moderate,[],[],[],[],[],[]
INS-020,Administrative Learning Cost,DRIVER,Institutional / Structural,INS-F03,0,1,False,High,[],[],[],[],[],[]
INS-021,Documentation Burden,DRIVER,Institutional / Structural,INS-F03,2,1,False,High,[],[],[],[],[],[]
INS-022,Procedural Complexity,DRIVER,Institutional / Structural,INS-F03,0,1,False,High,[],[],[],[],[],[]
INS-023,Institutional Processing Delay,DRIVER,Institutional / Structural,INS-F03,1,0,False,High,[],[],[],[],[],[]
INS-024,Administrative Compliance Burden,RELATIONAL_DERIVED_STATE,Institutional / Structural,INS-F03,2,0,False,High,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""ADMINISTRATIVE_REQUIREMENTS"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""TIME_EFFORT_AND_DOCUMENTATION_DEMANDS"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INS-025,Recertification Frequency,DRIVER,Institutional / Structural,INS-F03,0,1,False,High,[],[],[],[],[],[]
INS-026,Deadline Stringency,DRIVER,Institutional / Structural,INS-F03,0,0,True,High,[],[],[],[],[],[]
INS-027,Administrative Channel Restrictiveness,DRIVER,Institutional / Structural,INS-F03,0,0,True,High,[],[],[],[],[],[]
INS-028,Institutional Default Rule,DRIVER,Institutional / Structural,INS-F03,0,1,False,High,[],[],[],[],[],[]
INS-029,Organizational Centralization,DRIVER,Institutional / Structural,INS-F04,0,1,False,Moderate,[],[],[],[],[],[]
INS-030,Organizational Formalization,DRIVER,Institutional / Structural,INS-F04,0,0,True,Moderate,[],[],[],[],[],[]
INS-031,Procedure Standardization,DRIVER,Institutional / Structural,INS-F04,0,1,False,Moderate,[],[],[],[],[],[]
INS-032,Task Specialization,DRIVER,Institutional / Structural,INS-F04,0,0,True,Moderate,[],[],[],[],[],[]
INS-033,Hierarchy Depth,DRIVER,Institutional / Structural,INS-F04,0,0,True,Moderate,[],[],[],[],[],[]
INS-034,Span of Control,DRIVER,Institutional / Structural,INS-F04,0,0,True,Moderate,[],[],[],[],[],[]
INS-035,Departmental Segmentation,DRIVER,Institutional / Structural,INS-F04,0,0,True,Moderate,[],[],[],[],[],[]
INS-036,Formal Coordination-Mechanism Availability,DRIVER,Institutional / Structural,INS-F04,0,0,True,Moderate,[],[],[],[],[],[]
INS-037,Goal Ambiguity,DRIVER,Institutional / Structural,INS-F04,1,0,False,Moderate,[],[],[],[],[],[]
INS-038,Mandate Conflict,DRIVER,Institutional / Structural,INS-F04,0,1,False,Moderate,[],[],[],[],[],[]
